drawDate,lotteryType,province,DB,DB_head,DB_tail,specialCodes,G1,G2,G3,G4,G5,G6,G7
2023-11-25,XSMB,"Hà Nội",08816,08,16,11CD|14CD|15CD|18CD|1CD|20CD|5CD|9CD,27324,11953|24697,69110|04565|34068|51050|01507|34991,6108|5491|7718|6815,0369|9606|8760|7104|5179|0112,833|331|214,44|73|63|26
2023-11-26,XSMB,"Hà Nội",11873,11,73,11CE|13CE|14CE|16CE|3CE|4CE|7CE|8CE,79812,47282|88599,70943|22982|59952|37117|45252|21860,1123|4002|3496|2068,4388|0945|3653|5957|2143|9067,706|799|886,20|53|07|84
2023-11-27,XSMB,"Hà Nội",84757,84,57,11CF|12CF|16CF|18CF|20CF|2CF|5CF|8CF,74703,11900|12554,19791|04270|46759|59547|46181|41018,6537|8278|2059|1059,3927|1272|4079|5403|1036|9546,292|100|737,77|10|86|17
2023-11-28,XSMB,"Hà Nội",11913,11,13,11CG|15CG|17CG|18CG|19CG|4CG|5CG|8CG,00010,45748|26907,21383|29212|36806|31583|06432|05215,5903|8499|5218|4870,2036|5201|1028|1171|6609|2730,782|009|902,01|54|99|39
2023-11-29,XSMB,"Hà Nội",03141,03,41,10CH|11CH|13CH|15CH|17CH|18CH|2CH|6CH,42683,33410|77553,40459|27342|45945|67889|05550|03883,5665|3065|3233|2570,8938|3480|2573|5139|2488|1808,378|618|017,05|90|42|87
2023-11-30,XSMB,"Hà Nội",07426,07,26,11CK|15CK|17CK|19CK|20CK|2CK|4CK|6CK,98379,36655|42158,20547|19426|60986|16887|53632|79116,8229|9619|1705|7002,2436|1281|6999|0144|7407|1184,391|898|713,73|07|13|43
2023-12-01,XSMB,"Hà Nội",12301,12,01,12CL|15CL|16CL|17CL|19CL|1CL|4CL|6CL,78982,02630|94374,19187|84917|12364|34641|35984|38101,0620|6862|5300|7618,0918|6025|9110|3749|0894|8079,074|487|042,28|43|32|42
2023-12-02,XSMB,"Hà Nội",87485,87,85,11CM|14CM|17CM|18CM|1CM|3CM|6CM|8CM,17336,51133|12554,07135|21522|53104|80826|94365|61619,1255|4461|1512|3977,7172|5165|4923|7678|2530|2804,427|937|452,85|25|07|17
2023-12-03,XSMB,"Hà Nội",01716,01,16,11CN|15CN|16CN|2CN|4CN|5CN|6CN|9CN,77561,47720|88355,58888|22091|21180|93030|49821|58663,5620|5047|0428|6339,7437|0630|4896|2937|8774|2334,663|164|416,13|07|17|19
2023-12-04,XSMB,"Hà Nội",87694,87,94,10CP|13CP|14CP|17CP|18CP|5CP|6CP|8CP,91575,75033|08536,46248|65031|61731|92459|68147|45722,8312|4054|7046|6146,2837|7020|5316|7905|4018|9921,708|554|392,25|23|55|19
2023-12-05,XSMB,"Hà Nội",47521,47,21,10CQ|12CQ|15CQ|16CQ|17CQ|19CQ|2CQ|5CQ,07540,75731|73475,91273|55144|86736|99900|82341|11775,4831|7851|5581|2662,4138|8878|7384|1966|7257|5976,206|459|399,66|61|51|07
2023-12-06,XSMB,"Hà Nội",93178,93,78,12CR|13CR|14CR|15CR|19CR|3CR|7CR|9CR,49592,64119|45960,32137|68827|28080|32189|58244|14627,7688|4100|2489|4062,0011|2061|5417|1645|3408|5727,258|412|013,08|11|61|34
2023-12-07,XSMB,"Hà Nội",35627,35,27,10CS|17CS|20CS|2CS|4CS|7CS|8CS|9CS,13260,96217|17317,28340|60873|47641|19296|93791|58846,1425|0878|0269|6048,4114|5973|7447|0951|0213|1899,568|558|529,44|24|37|61
2023-12-08,XSMB,"Hà Nội",38223,38,23,10CT|12CT|13CT|14CT|17CT|1CT|20CT|2CT,77286,90185|84473,08584|79697|95286|76506|43075|76662,7394|0605|4471|5963,1127|8186|4005|2106|8507|6915,706|481|999,06|39|93|97
2023-12-09,XSMB,"Hà Nội",57057,57,57,10CU|11CU|13CU|19CU|20CU|2CU|6CU|9CU,21341,46196|43234,70433|04847|22751|81225|23585|86601,5292|6921|1013|2912,2594|8296|6698|1779|3989|6487,499|353|222,52|24|00|04
2023-12-10,XSMB,"Hà Nội",87360,87,60,12CV|14CV|16CV|19CV|2CV|7CV|8CV|9CV,29463,59670|85173,59452|73572|10791|73037|30913|85255,4173|1112|3763|1888,1518|0392|8758|2218|4504|5669,163|177|086,95|45|08|63
2023-12-11,XSMB,"Hà Nội",38038,38,38,11CX|15CX|19CX|20CX|3CX|5CX|6CX|7CX,02475,03846|53934,90956|89781|13882|01561|73501|93779,8318|6981|8615|9513,8328|3837|0107|9532|9879|1742,729|766|938,85|12|33|48
2023-12-12,XSMB,"Hà Nội",62970,62,70,13CY|15CY|16CY|19CY|20CY|2CY|5CY|8CY,39467,40628|04048,85828|50051|17798|87941|64115|64474,6711|8324|0621|5607,1058|6146|6328|5593|5917|7918,954|545|397,63|29|28|51
2023-12-13,XSMB,"Hà Nội",91706,91,06,11CZ|12CZ|15CZ|16CZ|17CZ|19CZ|1CZ|3CZ,82736,43914|21410,62100|28841|54653|02003|00059|46346,3044|7942|3115|2346,2092|6475|3946|3685|3452|1207,346|956|814,55|83|76|44
2023-12-14,XSMB,"Hà Nội",06245,06,45,10DA|13DA|16DA|18DA|19DA|20DA|3DA|6DA,38517,40644|70647,81520|69703|11751|71184|82277|25595,7806|3861|3836|2974,8284|0885|1003|4565|1675|1006,364|482|020,15|86|76|49
2023-12-15,XSMB,"Hà Nội",36904,36,04,11DB|12DB|13DB|18DB|4DB|5DB|7DB|9DB,34735,42033|38294,20473|82204|45516|49864|93509|66033,8906|8147|9572|2463,0060|5312|8432|6273|8809|2106,133|594|076,56|13|20|39
2023-12-16,XSMB,"Hà Nội",74825,74,25,11DC|17DC|19DC|20DC|4DC|6DC|8DC|9DC,27434,06579|72188,23116|29833|95690|82114|32305|85706,7725|7756|1294|7069,5389|7771|7486|9371|8494|5009,478|396|881,89|67|42|62
2023-12-17,XSMB,"Hà Nội",03257,03,57,10DE|13DE|16DE|18DE|1DE|20DE|4DE|8DE,14988,21865|30155,62858|00770|81163|91066|32492|88398,6066|8357|7220|9032,5532|5899|2304|2862|4668|1049,347|930|724,90|59|43|61
2023-12-18,XSMB,"Hà Nội",56732,56,32,10DF|11DF|14DF|2DF|4DF|5DF|6DF|9DF,82355,29094|60755,55043|23651|13729|65784|06766|72289,9490|4407|1910|7277,2748|1704|2614|2267|7259|1637,758|160|919,88|89|65|94
2023-12-19,XSMB,"Hà Nội",14577,14,77,11DG|14DG|15DG|1DG|2DG|3DG|4DG|5DG,66388,72506|57508,00305|65882|84801|38647|30901|12566,2019|7061|7062|9014,1202|5718|9539|9204|5379|0370,308|532|193,40|82|90|57
2023-12-20,XSMB,"Hà Nội",64978,64,78,10DH|11DH|14DH|16DH|4DH|5DH|7DH|9DH,46676,26187|87330,27023|12499|01735|36355|27195|68410,9210|3977|6990|5236,3041|3863|7189|4047|6779|5495,419|782|193,13|21|90|50
2023-12-21,XSMB,"Hà Nội",88485,88,85,10DK|12DK|15DK|1DK|20DK|2DK|7DK|8DK,81423,48393|07890,51946|07983|63690|09200|68261|08586,8909|1980|4697|9087,9687|9617|6090|8526|3279|9866,403|775|949,83|21|41|81
2023-12-22,XSMB,"Hà Nội",76711,76,11,11DL|15DL|18DL|19DL|20DL|2DL|3DL|7DL,52564,49212|38823,93262|07190|79116|44716|47391|84559,9818|2020|3376|8782,1832|9360|5435|0879|0951|8128,539|899|078,14|68|52|92
2023-12-23,XSMB,"Hà Nội",51416,51,16,10DM|14DM|15DM|17DM|18DM|20DM|2DM|6DM,85332,13364|46775,92641|78508|30249|10834|54932|63927,5847|1580|8587|8272,5195|8332|1395|9544|0506|7689,733|236|963,20|62|10|44
2023-12-24,XSMB,"Hà Nội",01243,01,43,12DN|14DN|15DN|18DN|2DN|3DN|7DN|8DN,37916,59482|35038,84947|66319|33665|08943|47178|78546,7854|3336|9083|7212,1120|8381|9628|5962|7004|3248,498|694|995,65|92|44|57
2023-12-25,XSMB,"Hà Nội",08225,08,25,12DP|14DP|18DP|20DP|2DP|3DP|5DP|7DP,66151,34859|56161,01662|81087|74454|48051|70005|40811,3581|1288|7240|1453,1667|6120|9163|7784|7119|2947,162|862|534,40|61|88|84
2023-12-26,XSMB,"Hà Nội",94636,94,36,12DQ|14DQ|18DQ|20DQ|2DQ|3DQ|4DQ|7DQ,47326,96142|87117,27903|60316|88517|90129|38052|18824,6196|3149|5598|6656,0120|2073|5725|9741|2775|6044,216|472|185,29|81|31|30
2023-12-27,XSMB,"Hà Nội",74817,74,17,12DR|13DR|16DR|18DR|3DR|4DR|5DR|7DR,34291,04124|07840,59324|21119|02648|37969|92032|72336,8327|6840|2090|5817,6421|4948|1917|7710|2618|5345,666|798|342,45|28|63|44
2023-12-28,XSMB,"Hà Nội",15131,15,31,10DS|12DS|16DS|17DS|18DS|2DS|3DS|7DS,17201,23972|59182,38568|83983|95738|34166|67038|60011,6923|1493|9579|2063,8051|6625|0511|4014|0525|6554,435|920|911,12|39|52|71
2023-12-29,XSMB,"Hà Nội",36120,36,20,11DT|17DT|20DT|2DT|5DT|7DT|8DT|9DT,01808,24143|89224,54587|09307|57960|57721|39016|39494,5586|6574|7750|5640,1559|8201|7221|9586|8938|6743,847|456|145,95|93|85|84
2023-12-30,XSMB,"Hà Nội",59380,59,80,11DU|17DU|18DU|19DU|20DU|3DU|5DU|7DU,24170,49908|46745,87619|76344|11483|19853|97310|05180,8176|5498|2068|1389,2264|7126|0265|3169|8803|5141,563|723|137,38|64|82|43
2023-12-31,XSMB,"Hà Nội",73758,73,58,11DV|14DV|17DV|18DV|1DV|6DV|7DV|9DV,80689,75152|42067,69905|79800|28338|29736|28168|24917,3277|9831|1686|1236,2848|6743|8909|8565|2489|7595,292|586|465,42|82|02|43
2024-01-01,XSMB,"Hà Nội",42932,42,32,13DX|14DX|16DX|17DX|18DX|1DX|20DX|9DX,66272,27370|68541,55788|04997|82222|02980|83746|18098,5667|8086|5934|0473,1851|1006|0384|6131|8065|5365,255|166|353,53|73|45|79
2024-01-02,XSMB,"Hà Nội",10956,10,56,10DY|11DY|12DY|13DY|14DY|16DY|20DY|9DY,44230,11435|21121,29001|29348|14423|05075|13469|49804,3705|3839|0998|9020,1408|5422|2848|4904|4073|2200,387|850|383,35|44|10|59
2024-01-03,XSMB,"Hà Nội",62495,62,95,12DZ|13DZ|14DZ|15DZ|17DZ|18DZ|5DZ|7DZ,61083,88825|25631,81244|41936|65835|18119|78762|30466,7275|3934|7969|3310,1198|2132|6734|7342|0172|3018,920|945|848,61|14|85|25
2024-01-04,XSMB,"Hà Nội",10240,10,40,11EA|12EA|14EA|15EA|16EA|18EA|19EA|6EA,34474,50418|44965,09694|12063|98849|11096|80662|43064,1261|9934|1267|7227,0113|5320|3130|4972|0271|6073,278|247|228,62|12|36|02
2024-01-05,XSMB,"Hà Nội",38267,38,67,11EB|12EB|13EB|17EB|20EB|3EB|4EB|8EB,08715,71363|28859,50469|00804|01569|47304|36547|91458,5367|6717|9652|1153,9201|2426|2161|8950|6793|5932,011|537|441,96|63|69|45
2024-01-06,XSMB,"Hà Nội",72794,72,94,12EC|13EC|14EC|16EC|1EC|2EC|5EC|9EC,84069,21604|16014,04012|40496|62097|07165|85606|43931,8124|4326|2175|2281,9781|2917|0303|9824|6836|6036,428|187|412,74|96|58|03
2024-01-07,XSMB,"Hà Nội",69618,69,18,12ED|13ED|16ED|18ED|19ED|20ED|3ED|7ED,77903,10601|27302,64369|67113|39541|91989|70398|06419,2465|5299|8705|5568,1279|2671|9902|2142|3112|6408,615|603|561,85|67|75|12
2024-01-08,XSMB,"Hà Nội",91089,91,89,11EF|13EF|15EF|1EF|3EF|4EF|7EF|8EF,52095,24298|86032,11702|12468|64339|84213|63964|15587,0375|1988|6675|2621,9023|5030|2454|6261|8831|2653,721|356|691,19|77|78|40
2024-01-09,XSMB,"Hà Nội",48877,48,77,11EG|12EG|13EG|14EG|18EG|6EG|7EG|8EG,34321,62959|65902,26683|31049|98561|68229|37571|53782,0360|5370|3054|4853,4143|7962|1775|2023|0455|3683,287|175|670,77|68|08|91
2024-01-10,XSMB,"Hà Nội",73732,73,32,16EH|18EH|1EH|3EH|4EH|5EH|7EH|9EH,50059,19807|73809,66964|33254|07140|58867|39737|18690,2491|3655|4882|4833,2714|2679|1364|4418|4801|4632,105|627|143,95|84|83|53
2024-01-11,XSMB,"Hà Nội",28285,28,85,10EK|11EK|12EK|13EK|14EK|16EK|17EK|2EK,45785,14065|97397,20245|50613|86575|83291|97109|29793,1447|8321|7343|5081,3322|1578|6731|2390|3687|3549,185|547|711,82|23|28|84
2024-01-12,XSMB,"Hà Nội",13113,13,13,10EL|12EL|2EL|3EL|4EL|5EL|7EL|8EL,39786,66200|15781,57716|05600|89058|37477|31125|85815,2872|4210|3055|7656,5975|9865|4483|4984|9833|9996,906|600|547,02|93|53|59
2024-01-13,XSMB,"Hà Nội",68586,68,86,11EM|12EM|13EM|17EM|18EM|1EM|20EM|9EM,68404,00715|37358,42487|35931|84669|00195|50191|47172,7115|9490|6813|5843,4317|2315|7929|3632|1844|6497,990|475|786,17|99|63|85
2024-01-14,XSMB,"Hà Nội",91138,91,38,11EN|12EN|14EN|16EN|18EN|19EN|5EN|6EN,42203,16727|62518,40212|38181|55475|98984|20314|05059,8841|4036|0947|9799,9576|2316|6534|0618|1125|2257,115|313|503,71|91|34|85
2024-01-15,XSMB,"Hà Nội",63261,63,61,10EP|11EP|14EP|15EP|16EP|17EP|5EP|9EP,52395,54221|54937,21642|72620|46915|40939|66975|95237,9526|9444|4855|6097,3145|6073|1774|9335|2193|0747,934|367|864,94|59|67|21
2024-01-16,XSMB,"Hà Nội",95539,95,39,12EQ|19EQ|1EQ|2EQ|3EQ|4EQ|5EQ|8EQ,74503,37428|62493,55215|62742|75409|13209|28223|02871,3363|5407|6781|8041,3501|3855|6093|3392|6002|4492,236|215|743,90|79|37|58
2024-01-17,XSMB,"Hà Nội",76553,76,53,10ER|15ER|1ER|20ER|2ER|3ER|5ER|7ER,07527,25937|28719,68694|85484|43187|37080|52543|51209,4630|6891|8515|2367,4217|6752|4070|4451|3126|6144,716|933|076,03|35|11|50
2024-01-18,XSMB,"Hà Nội",54998,54,98,11ES|12ES|14ES|16ES|19ES|1ES|5ES|8ES,54578,92914|81659,67486|76176|28243|25690|97325|27064,0717|5736|1747|7684,3998|8610|3999|4749|8700|9998,933|271|914,77|23|11|48
2024-01-19,XSMB,"Hà Nội",14609,14,09,11ET|13ET|19ET|1ET|4ET|5ET|8ET|9ET,36645,12735|35132,85646|63234|96221|05950|51526|75074,6682|9638|7631|3787,7833|7893|7435|8411|0155|6886,075|481|224,17|69|88|61
2024-01-20,XSMB,"Hà Nội",70964,70,64,11EU|20EU|2EU|4EU|5EU|6EU|7EU|8EU,63165,28516|01426,22000|81011|57868|69890|20338|75326,6639|6539|8347|8500,4844|2630|9577|0659|4915|6153,652|729|810,77|93|39|13
2024-01-21,XSMB,"Hà Nội",45819,45,19,10EV|14EV|17EV|18EV|3EV|6EV|7EV|9EV,88820,92317|88686,03064|58435|11519|64759|52956|88514,1349|0927|3528|0716,1179|1641|6637|9021|2311|1232,765|742|034,28|76|18|13
2024-01-22,XSMB,"Hà Nội",36910,36,10,12EX|16EX|18EX|19EX|1EX|3EX|6EX|9EX,79118,28263|37729,39344|36781|97614|33735|51836|41688,7547|3433|7982|3523,6779|9563|5686|2191|7374|3556,252|534|420,60|13|65|17
2024-01-23,XSMB,"Hà Nội",87441,87,41,12EY|14EY|15EY|16EY|17EY|2EY|5EY|8EY,45966,06221|88252,27745|45816|68217|41517|41912|32545,7691|4975|9911|6182,6097|1046|6006|2575|2298|6725,022|468|449,74|00|49|11
2024-01-24,XSMB,"Hà Nội",61661,61,61,11EZ|14EZ|16EZ|18EZ|4EZ|6EZ|8EZ|9EZ,38229,62307|85674,78595|93756|52006|58616|27202|51549,5803|5520|2836|8290,3309|6125|7243|4089|2338|8508,524|731|081,57|22|11|69
2024-01-25,XSMB,"Hà Nội",77375,77,75,13FA|18FA|20FA|2FA|3FA|4FA|5FA|6FA,14114,99404|53941,45239|92327|58366|84517|71158|13890,9479|8648|0493|9881,3961|3599|4206|2625|2201|8153,912|735|727,56|24|57|42
2024-01-26,XSMB,"Hà Nội",20347,20,47,10FB|1FB|20FB|2FB|5FB|6FB|7FB|8FB,29197,19218|63399,82560|80548|17544|73396|45107|10888,4359|6568|4811|1038,1823|8447|2579|2491|2352|8442,947|733|318,58|56|20|06
2024-01-27,XSMB,"Hà Nội",61579,61,79,16FC|17FC|19FC|1FC|4FC|5FC|6FC|8FC,32521,73337|11395,59715|94737|28391|77040|95480|36972,1670|3770|7223|0876,6094|5417|4724|5620|5716|3868,049|531|791,27|75|91|10
2024-01-28,XSMB,"Hà Nội",68274,68,74,11FD|14FD|17FD|19FD|20FD|5FD|7FD|9FD,93911,25484|47616,11003|93986|15302|61278|13916|23900,1710|1445|4678|9751,5496|0228|3343|5479|4126|8089,221|438|853,87|65|49|41
2024-01-29,XSMB,"Hà Nội",75346,75,46,11FE|15FE|17FE|18FE|1FE|2FE|3FE|5FE,98171,23541|90743,98189|71152|09412|86414|11035|95289,2771|3474|5314|0609,0912|7238|9154|8750|1011|0265,156|432|799,81|83|09|85
2024-01-30,XSMB,"Hà Nội",08524,08,24,12FG|15FG|16FG|19FG|3FG|4FG|7FG|8FG,80556,02056|55365,93363|16503|50553|55436|44146|19053,3556|7688|6096|0141,4932|4683|4211|6357|9871|5990,921|194|760,38|26|83|95
2024-01-31,XSMB,"Hà Nội",47666,47,66,11FH|12FH|14FH|19FH|20FH|3FH|4FH|9FH,58427,64931|25644,03576|08099|93000|05237|32951|82863,3767|5450|1997|6766,1336|0386|7369|1740|4840|8051,296|125|966,68|53|82|27
2024-02-01,XSMB,"Hà Nội",87444,87,44,11FK|14FK|16FK|18FK|19FK|20FK|4FK|9FK,41182,94959|51442,93301|62187|40592|47470|69528|79028,7292|4118|0777|5462,8254|4416|2280|9154|5079|9784,115|186|944,32|61|77|99
2024-02-02,XSMB,"Hà Nội",28174,28,74,13FL|14FL|16FL|17FL|1FL|20FL|2FL|9FL,06876,66471|38080,94163|33797|50042|94635|65908|04190,8084|7218|0384|3702,2551|4867|7331|8796|6677|5394,755|539|280,93|55|68|05
2024-02-03,XSMB,"Hà Nội",33389,33,89,10FM|12FM|13FM|18FM|1FM|4FM|7FM|9FM,80369,55380|69435,92942|94293|36365|34162|09641|10284,0221|1633|1716|6658,0122|2297|2514|8365|7192|3441,236|119|442,12|35|88|18
2024-02-04,XSMB,"Hà Nội",13300,13,00,11FN|13FN|15FN|18FN|1FN|20FN|2FN|6FN,06268,67798|98842,09251|37297|78533|05661|30866|26814,4278|1420|5112|9414,1534|1478|8664|1159|7081|3687,446|627|656,44|04|97|41
2024-02-05,XSMB,"Hà Nội",69876,69,76,12FP|14FP|17FP|1FP|2FP|4FP|6FP|7FP,47161,54779|83038,54035|40526|22723|04016|92542|30851,1932|1071|3559|6332,2140|4907|6780|8375|6102|2349,806|060|590,07|35|81|22
2024-02-06,XSMB,"Hà Nội",91267,91,67,13FQ|15FQ|18FQ|19FQ|1FQ|2FQ|3FQ|9FQ,65567,49583|27981,28941|63811|68505|68457|98492|31709,1990|1136|7461|6895,2312|4696|2846|0206|8873|3910,017|320|886,52|59|84|15
2024-02-07,XSMB,"Hà Nội",67384,67,84,14FR|17FR|18FR|19FR|1FR|5FR|7FR|8FR,41504,84043|71031,23490|95377|73674|51711|88162|69864,9296|1005|2278|5705,2043|7662|9506|3669|1073|3804,638|152|189,62|18|99|53
2024-02-08,XSMB,"Hà Nội",85852,85,52,12FS|15FS|17FS|19FS|3FS|4FS|6FS|9FS,17339,81504|61590,11923|39951|06845|01815|93739|55388,9488|7388|2208|9004,9570|5276|3461|7388|5303|6573,473|597|056,42|31|21|27
2024-02-13,XSMB,"Hà Nội",39100,39,00,10FT|13FT|15FT|16FT|1FT|2FT|4FT|7FT,22276,21547|14250,25123|77887|46966|34620|73311|14277,6749|3710|6705|8203,1050|0680|0240|0711|5203|7214,944|182|395,63|99|31|02
2024-02-14,XSMB,"Hà Nội",17670,17,70,10FU|12FU|15FU|16FU|17FU|19FU|20FU|6FU,67840,87976|05804,15037|87341|44090|35540|11601|11274,6083|0603|6674|3990,4637|1874|2362|2894|1326|2503,951|967|787,53|22|15|54
2024-02-15,XSMB,"Hà Nội",48331,48,31,12FV|16FV|17FV|18FV|1FV|3FV|4FV|5FV,33214,95565|75869,85035|50958|42526|30662|77408|94544,6513|1726|6179|2439,2241|5718|6452|7022|5061|7065,333|911|376,51|10|20|70
2024-02-16,XSMB,"Hà Nội",34864,34,64,11FX|13FX|16FX|19FX|20FX|3FX|5FX|6FX,00693,97331|18776,56995|55805|26599|22435|58098|35835,8683|1661|7450|8941,8695|2954|6320|0276|2666|1431,720|634|467,98|29|58|84
2024-02-17,XSMB,"Hà Nội",58294,58,94,14FY|15FY|16FY|17FY|2FY|3FY|5FY|8FY,03133,84216|14018,87942|42677|33889|80351|42249|29632,4666|5495|8905|6655,5821|1407|8445|7612|9721|1589,062|725|757,73|92|62|67
2024-02-18,XSMB,"Hà Nội",39903,39,03,12FZ|14FZ|17FZ|19FZ|1FZ|20FZ|2FZ|6FZ,64007,94691|49556,47851|91743|87428|63645|97610|97288,0270|5179|3109|4524,3849|9190|0418|6950|1098|3962,093|429|132,56|97|14|64
2024-02-19,XSMB,"Hà Nội",75801,75,01,10GA|11GA|17GA|18GA|2GA|3GA|7GA|9GA,19995,93219|56742,13459|21260|02582|01053|92502|27859,1440|1020|4024|9170,0057|6215|3858|8144|3559|8224,554|331|982,64|85|24|66
2024-02-20,XSMB,"Hà Nội",57406,57,06,12GB|13GB|17GB|20GB|2GB|5GB|6GB|7GB,97758,37216|24939,30032|78750|31430|43822|43341|22605,7939|8580|7131|0783,0866|9656|7260|4515|7573|3621,592|419|079,68|18|78|00
2024-02-21,XSMB,"Hà Nội",99937,99,37,13GC|14GC|17GC|20GC|2GC|5GC|7GC|9GC,73548,40187|24052,45049|69513|00318|99864|37934|67528,9969|4749|3131|7918,5983|3688|4919|7340|8836|1898,661|051|291,08|64|72|91
2024-02-22,XSMB,"Hà Nội",82488,82,88,10GD|11GD|12GD|18GD|2GD|3GD|6GD|7GD,52311,07072|42726,40481|49867|76166|29399|36193|63578,9404|2834|6012|1448,4126|1347|1048|7295|7820|8038,450|637|460,25|70|90|13
2024-02-23,XSMB,"Hà Nội",16053,16,53,10GE|11GE|14GE|15GE|18GE|19GE|2GE|5GE,88635,25337|63488,59775|29439|27290|24040|82530|67189,0547|6741|7941|7289,7824|5469|8625|7168|1204|5983,308|973|820,79|00|93|45
2024-02-24,XSMB,"Hà Nội",57333,57,33,10GF|14GF|16GF|1GF|20GF|2GF|3GF|5GF,81369,30504|76199,33651|22945|66456|46182|39290|34970,7837|6860|3636|6890,1619|7224|1740|4222|1496|0442,247|752|331,43|44|35|45
2024-02-25,XSMB,"Hà Nội",15545,15,45,10GH|11GH|12GH|15GH|1GH|4GH|5GH|7GH,85710,17410|30692,77641|63547|40180|61070|59567|02946,5607|7989|8806|1262,0689|4410|5587|5247|7619|8861,204|487|280,16|06|98|51
2024-02-26,XSMB,"Hà Nội",27234,27,34,13GK|14GK|17GK|2GK|3GK|4GK|7GK|9GK,61620,29442|71430,71285|37989|62482|67475|65703|34114,4653|9878|4471|1839,0133|7292|8297|0646|4652|3382,424|832|419,63|88|24|56
2024-02-27,XSMB,"Hà Nội",36209,36,09,11GL|16GL|17GL|18GL|19GL|1GL|20GL|3GL,22265,97620|79071,17063|61654|47294|39697|85597|98822,5624|5402|3167|0381,7878|9350|3316|8097|0986|7762,378|568|805,85|80|61|76
2024-02-28,XSMB,"Hà Nội",77645,77,45,10GM|14GM|16GM|18GM|19GM|2GM|5GM|8GM,06477,84305|38394,71202|93049|90021|21978|87788|04853,0790|0256|2861|3114,7552|7033|7276|1129|7595|4489,652|476|788,67|96|37|17
2024-02-29,XSMB,"Hà Nội",39648,39,48,10GN|12GN|13GN|14GN|1GN|20GN|2GN|9GN,89254,83310|67194,17553|16513|90168|81966|67408|22446,2546|1126|7889|3202,8654|2727|2819|4960|8883|8030,429|531|092,28|92|23|99
2024-03-01,XSMB,"Hà Nội",71961,71,61,10GP|13GP|18GP|3GP|5GP|6GP|7GP|8GP,83331,77826|34607,42063|15142|67205|32829|72584|04871,7471|1023|0796|5943,6600|3416|2788|2153|6425|3770,386|092|940,21|23|65|46
2024-03-02,XSMB,"Hà Nội",77433,77,33,10GQ|11GQ|12GQ|13GQ|18GQ|19GQ|7GQ|9GQ,74982,86227|74919,78519|65124|47963|10766|16187|87960,9494|1898|3887|7871,0791|6933|0328|3582|1207|8431,741|053|377,93|95|06|91
2024-03-03,XSMB,"Hà Nội",17632,17,32,10GR|12GR|16GR|19GR|1GR|4GR|8GR|9GR,94774,16188|17377,04817|77472|39263|02216|51663|23400,4505|3347|3003|7595,5793|1299|3483|9811|6264|8486,695|008|399,40|14|44|37
2024-03-04,XSMB,"Hà Nội",58535,58,35,11GS|13GS|15GS|16GS|2GS|6GS|7GS|8GS,12691,00638|31420,57770|73871|09120|81336|55270|35872,7247|3943|1366|8508,4707|3421|6900|7216|1233|6993,264|316|608,42|62|65|51
2024-03-05,XSMB,"Hà Nội",87122,87,22,10GT|12GT|14GT|16GT|19GT|1GT|2GT|6GT,64388,51684|45089,15702|11869|95889|95412|35845|75289,3651|7848|0102|9621,1951|8583|0029|9692|0278|9912,300|105|083,75|26|18|99
2024-03-06,XSMB,"Hà Nội",32939,32,39,11GU|12GU|13GU|14GU|16GU|18GU|20GU|4GU,48545,20648|62946,62598|61910|93128|18943|96213|41342,5481|8716|3949|0656,5841|9192|3950|6709|1625|9048,974|010|130,25|45|77|96
2024-03-07,XSMB,"Hà Nội",03047,03,47,14GV|15GV|1GV|2GV|5GV|6GV|7GV|9GV,58941,47442|56737,55967|75948|24885|07736|02093|56900,7490|0152|5300|7005,8175|5037|6867|7425|8500|7138,385|939|306,33|86|49|82
2024-03-08,XSMB,"Hà Nội",71307,71,07,13GX|14GX|16GX|3GX|5GX|6GX|7GX|9GX,20243,17094|60989,31527|92382|96787|36794|48482|77297,5626|6650|0211|7778,1022|8863|9869|7124|5225|1665,011|087|756,52|14|44|43
2024-03-09,XSMB,"Hà Nội",97041,97,41,11GY|15GY|19GY|5GY|6GY|7GY|8GY|9GY,66285,61339|03320,97684|81378|67753|20613|13219|64710,5334|1854|9868|8120,7819|2869|7366|5797|7110|6682,110|477|078,86|29|28|10
2024-03-10,XSMB,"Hà Nội",98352,98,52,12GZ|13GZ|16GZ|20GZ|3GZ|6GZ|7GZ|8GZ,69888,07390|71903,65258|30308|67847|24138|66905|28830,7379|8073|8480|8743,8680|0868|0855|7163|2615|5429,906|799|400,57|88|64|26
2024-03-11,XSMB,"Hà Nội",68333,68,33,13HA|17HA|19HA|20HA|3HA|4HA|6HA|7HA,15214,41437|19271,81367|05175|83589|47586|69646|07575,7285|1688|9707|9289,0140|6399|9619|3239|3428|9131,438|211|465,99|79|10|72
2024-03-12,XSMB,"Hà Nội",00212,00,12,11HB|15HB|16HB|17HB|1HB|20HB|2HB|8HB,02044,54494|32692,37525|42210|18702|87251|33797|01356,3464|3362|1268|3795,6389|7534|7475|0291|4719|1601,593|102|749,76|92|64|78
2024-03-13,XSMB,"Hà Nội",91753,91,53,10HC|13HC|15HC|2HC|4HC|5HC|6HC|8HC,54579,90984|68978,89663|79417|27577|20491|00134|75715,7980|7928|8166|1878,7965|9154|7803|5279|9350|3131,472|053|360,43|74|60|49
