drawDate,lotteryType,province,DB,DB_head,DB_tail,specialCodes,G1,G2,G3,G4,G5,G6,G7
2023-08-09,XSMB,"Hà Nội",59261,59,61,10VA|12VA|1VA|2VA|7VA|8VA,27636,03647|95243,63184|46236|75761|98993|62356|29159,5510|4389|7219|3557,7130|7200|8613|7316|5508|7113,708|870|846,79|91|84|74
2023-08-10,XSMB,"Hà Nội",25102,25,02,10XZ|14XZ|1XZ|6XZ|7XZ|9XZ,39262,27262|60903,83745|39012|83875|12495|33809|23707,2471|5901|0523|5567,9000|0248|5132|6410|3979|1027,692|080|999,01|06|50|79
2023-08-11,XSMB,"Hà Nội",90299,90,99,11XY|13XY|4XY|6XY|8XY|9XY,36308,08284|74795,48467|07041|88636|57778|05762|44904,8380|3246|7656|5962,8251|0817|5831|1445|7577|3261,635|815|883,31|43|29|27
2023-08-12,XSMB,"Hà Nội",06848,06,48,11XV|12XV|2XV|5XV|6XV|9XV,28684,55972|09024,00431|45343|51704|24137|03665|07682,0332|5651|6580|9027,6391|2515|7524|1973|0152|2935,264|132|786,67|29|87|21
2023-08-13,XSMB,"Hà Nội",84528,84,28,10XU|12XU|2XU|5XU|7XU|9XU,96875,83636|11470,17608|65742|48426|85044|78834|64130,3346|9946|2325|2587,6922|6348|8028|4123|3955|7616,975|239|505,29|48|01|79
2023-08-14,XSMB,"Hà Nội",16893,16,93,13XT|14XT|15XT|2XT|7XT|8XT,11401,38329|41032,81013|74454|54995|37360|64318|00611,9319|7768|6180|0802,1673|6320|8538|2449|7878|7816,405|389|208,22|03|25|63
2023-08-15,XSMB,"Hà Nội",41861,41,61,10XS|12XS|13XS|14XS|3XS|6XS,12901,82868|76177,02959|47602|10678|55317|38306|53035,9975|1708|4300|1454,1897|4504|4626|2745|4562|0388,367|908|599,90|56|45|22
2023-08-16,XSMB,"Hà Nội",82019,82,19,11XR|13XR|16XR|17XR|20XR|6XR|7XR|9XR,43465,91437|12598,83059|00178|30317|20179|38840|16159,3508|8312|3501|8338,3555|4951|9028|0873|9468|0574,672|517|797,53|92|39|48
2023-08-17,XSMB,"Hà Nội",79186,79,86,10XQ|14XQ|15XQ|1XQ|2XQ|3XQ,32553,79391|52920,32912|94584|36898|31073|20915|87443,6367|7030|0053|1383,1857|3180|1684|1177|1109|8748,715|727|370,30|98|35|47
2023-08-18,XSMB,"Hà Nội",47887,47,87,10XP|11XP|14XP|1XP|2XP|9XP,39986,56065|51191,82359|53855|74736|59020|42647|64818,1199|2768|7762|8443,3913|6365|2559|9605|0489|5429,817|684|758,82|65|04|85
2023-08-19,XSMB,"Hà Nội",41830,41,30,15XN|2XN|3XN|4XN|7XN|8XN,58636,39233|73088,83499|22605|66773|03676|14024|53087,8251|9769|4793|3428,5831|8539|9311|2736|0545|8043,962|034|537,70|71|15|86
2023-08-20,XSMB,"Hà Nội",92009,92,09,10XM|12XM|13XM|3XM|5XM|9XM,83433,73249|22498,88300|82515|35780|46685|15696|01620,4914|8375|3112|7130,1530|2557|5432|3299|4793|9846,745|471|190,61|79|95|58
2023-08-21,XSMB,"Hà Nội",27221,27,21,1XL|3XL|4XL|5XL|7XL|8XL,79939,15978|22802,91318|15732|46289|25409|20500|06303,9630|2219|8757|8776,4602|3578|4652|0483|8462|8840,482|715|298,55|97|57|71
2023-08-22,XSMB,"Hà Nội",60279,60,79,10XK|11XK|12XK|4XK|8XK|9XK,20329,94862|06840,88389|54337|16232|44313|50186|72731,7872|6997|8983|0988,7843|2573|6406|2361|3755|8515,282|626|868,55|32|99|15
2023-08-23,XSMB,"Hà Nội",63734,63,34,11XH|15XH|3XH|4XH|6XH|8XH,45494,74300|57480,57250|51369|51721|60449|00331|55553,7387|8262|6972|9100,3563|9418|2317|8957|6724|9771,171|830|879,37|58|14|68
2023-08-24,XSMB,"Hà Nội",57973,57,73,12XG|15XG|2XG|4XG|6XG|7XG,56968,14617|65709,80552|37370|15250|20440|22904|77493,7257|1247|1466|9018,2216|9070|9700|0651|3860|3967,696|165|515,58|49|66|44
2023-08-25,XSMB,"Hà Nội",82843,82,43,11XF|13XF|14XF|1XF|2XF|7XF,23348,35123|01009,95487|27274|39984|74122|89308|11685,3680|4811|8994|5884,7430|2751|5603|5010|0572|4760,220|037|782,52|11|96|49
2023-08-26,XSMB,"Hà Nội",94958,94,58,10XE|15XE|1XE|5XE|8XE|9XE,14322,80180|84096,70572|36382|84142|28319|88165|18514,0285|0744|3575|6736,6297|5315|2962|6659|9097|4106,276|334|807,70|87|18|91
2023-08-27,XSMB,"Hà Nội",18448,18,48,13XD|14XD|1XD|3XD|6XD|7XD,73829,73174|57227,64570|10484|87444|72236|25998|89251,6646|2444|8189|0403,3250|0583|4468|3204|6188|6210,779|581|275,11|61|62|10
2023-08-28,XSMB,"Hà Nội",83185,83,85,10XC|12XC|14XC|19XC|20XC|3XC|8XC|9XC,32479,36313|38300,44306|18203|05711|38445|73969|29512,8530|6367|8245|0564,7212|5751|3688|3614|1843|5375,073|070|392,14|08|03|65
2023-08-29,XSMB,"Hà Nội",49278,49,78,11XB|14XB|15XB|4XB|5XB|7XB,26681,25277|61276,25040|04826|77227|44526|16626|06494,1586|5687|6866|2962,6617|6686|1073|9124|8961|3505,030|130|681,22|72|21|71
2023-08-30,XSMB,"Hà Nội",76551,76,51,10XA|11XA|14XA|17XA|2XA|3XA|4XA|9XA,15711,12428|67802,34939|72484|06815|67171|03982|08356,7737|0624|4241|6756,8203|1352|5226|3071|4097|1274,709|496|393,00|27|68|72
2023-08-31,XSMB,"Hà Nội",73040,73,40,13YZ|14YZ|15YZ|2YZ|7YZ|9YZ,49951,45966|86381,41593|00092|86954|84340|47439|63862,2848|7645|3439|0211,1304|4480|3555|3946|5126|3834,166|251|788,52|05|29|62
2023-09-01,XSMB,"Hà Nội",61379,61,79,11YX|14YX|15YX|1YX|4YX|8YX,79008,07854|80318,48527|90784|13121|89610|34437|47431,7099|6773|7723|6743,4050|1687|2692|4187|1868|4573,559|179|626,43|54|36|09
2023-09-02,XSMB,"Hà Nội",06380,06,80,10YV|13YV|15YV|3YV|6YV|8YV,98000,99597|53685,34586|78688|64779|57124|13835|11414,5991|0633|8196|3616,9491|9707|7686|3397|8542|6448,325|892|195,09|36|54|76
2023-09-03,XSMB,"Hà Nội",31186,31,86,10YU|11YU|12YU|13YU|3YU|7YU,04843,91474|14263,71382|56092|53921|86765|79000|44950,6310|9597|4434|5220,8407|8811|5408|5120|4332|2064,058|233|028,36|10|13|21
2023-09-04,XSMB,"Hà Nội",08811,08,11,10YT|11YT|13YT|14YT|15YT|1YT,37863,87846|28711,18824|07874|25822|50186|66056|41908,3781|1650|3560|7411,3315|3628|8407|0132|3485|5123,490|255|462,43|36|25|53
2023-09-05,XSMB,"Hà Nội",06367,06,67,10YS|13YS|14YS|1YS|6YS|8YS,75549,37897|86396,21049|38393|71943|84506|00776|95951,0309|1286|8450|4114,9424|1746|2855|0197|4572|4922,912|992|842,72|44|38|96
2023-09-06,XSMB,"Hà Nội",15269,15,69,15YR|1YR|3YR|5YR|7YR|8YR,98469,58959|81886,32925|78517|82116|72574|29546|87724,1861|3124|4876|0278,8305|8781|9304|5924|8293|4248,989|746|484,95|32|01|30
2023-09-07,XSMB,"Hà Nội",49956,49,56,13YQ|14YQ|15YQ|1YQ|4YQ|9YQ,86503,30149|91295,79898|88109|48412|53869|38343|84577,7509|5019|9362|1933,0559|2748|4246|4497|3950|1919,057|038|963,48|12|14|78
2023-09-08,XSMB,"Hà Nội",13676,13,76,10YP|2YP|4YP|6YP|8YP|9YP,24740,56012|32207,50515|81421|34783|31017|30582|37899,3520|0313|6597|2690,5491|7633|7787|7739|0294|9275,594|073|755,25|94|51|23
2023-09-09,XSMB,"Hà Nội",35252,35,52,10YN|12YN|14YN|4YN|5YN|8YN,16451,69969|18026,68810|96008|18951|03293|30814|22188,3595|6413|8291|8579,4729|1428|1299|1711|8069|5240,046|773|149,51|81|69|78
2023-09-10,XSMB,"Hà Nội",35902,35,02,10YM|12YM|3YM|4YM|7YM|9YM,31314,95602|40508,88800|91768|96669|72035|32840|02228,7304|9775|0393|2766,9414|1229|3791|2810|9720|9332,840|864|219,40|66|26|22
2023-09-11,XSMB,"Hà Nội",63768,63,68,10YL|12YL|14YL|15YL|1YL|2YL,07404,76409|96941,36081|69640|53912|46658|14279|54968,5802|8956|7809|3074,0262|5994|3823|7323|3169|7052,598|735|736,93|87|75|00
2023-09-12,XSMB,"Hà Nội",73132,73,32,11YK|1YK|3YK|4YK|5YK|7YK,07023,20680|11439,90823|34894|66864|31763|56916|32737,7532|1372|5554|4557,9339|3954|0197|9470|3478|3924,827|958|726,03|31|52|10
2023-09-13,XSMB,"Hà Nội",56650,56,50,13YH|15YH|1YH|2YH|4YH|9YH,37406,50515|25911,41234|89462|16592|53472|18697|36227,3240|6790|0262|3750,3676|9266|7549|9781|1704|3680,405|446|442,49|45|59|21
2023-09-14,XSMB,"Hà Nội",59722,59,22,10YG|14YG|2YG|3YG|5YG|8YG,39954,82710|03209,78624|32001|43234|62757|70781|81883,8076|8791|9056|0768,6452|1096|3635|6305|6223|8703,457|589|380,92|33|70|38
2023-09-15,XSMB,"Hà Nội",13720,13,20,10YF|13YF|14YF|19YF|1YF|3YF|7YF|8YF,08293,39853|99463,40902|18299|67472|71197|09602|98672,6266|7877|7531|1382,8533|8041|0107|1775|2242|9568,692|139|713,00|90|14|61
2023-09-16,XSMB,"Hà Nội",11724,11,24,10YE|12YE|15YE|1YE|5YE|8YE,98298,19917|53982,09894|85689|21669|68513|50670|77330,1580|7154|6751|2983,7989|0174|4014|8953|5493|8885,459|607|700,95|97|40|99
2023-09-17,XSMB,"Hà Nội",22365,22,65,12YD|13YD|15YD|2YD|5YD|7YD,80585,51233|18206,96019|28041|33335|84405|47766|56983,0662|9764|3649|9731,9034|3966|3093|1775|7898|1925,266|316|572,97|50|53|24
2023-09-18,XSMB,"Hà Nội",43104,43,04,11YC|13YC|4YC|6YC|7YC|9YC,28261,94697|54948,94817|46842|80937|93431|84038|68623,9898|3566|9576|3523,2967|8407|0472|8087|2142|0254,564|906|826,92|19|52|44
2023-09-19,XSMB,"Hà Nội",50925,50,25,10YB|11YB|1YB|2YB|5YB|6YB,75781,95072|45895,41571|89042|12852|47456|00818|62562,8894|5615|3165|5278,1942|7055|3612|4780|5138|3630,212|766|598,41|28|85|40
2023-09-20,XSMB,"Hà Nội",40303,40,03,10YA|13YA|14YA|5YA|8YA|9YA,10239,54210|50718,43807|58233|34307|28734|80115|71208,5730|3813|6767|5531,0634|0364|2201|3711|5086|0814,393|729|536,22|23|91|75
2023-09-21,XSMB,"Hà Nội",52566,52,66,12ZY|13ZY|2ZY|6ZY|7ZY|9ZY,34841,51527|93225,11728|25151|80780|49217|55120|57854,0466|4980|0563|6846,6189|5380|9292|6703|4758|9247,104|794|694,64|63|21|91
2023-09-22,XSMB,"Hà Nội",22714,22,14,12ZX|15ZX|3ZX|6ZX|7ZX|8ZX,66480,36490|79715,56683|54921|79449|80550|24952|86607,8307|1435|0484|0941,1863|0675|5349|9969|1503|4197,826|983|510,80|00|67|31
2023-09-23,XSMB,"Hà Nội",76922,76,22,12ZV|13ZV|1ZV|3ZV|4ZV|8ZV,99878,60050|42231,70197|24029|17888|42024|71288|33727,5488|9596|2292|3714,9571|7953|2680|0653|6341|3334,075|832|375,92|42|40|10
2023-09-24,XSMB,"Hà Nội",62778,62,78,10ZU|12ZU|13ZU|6ZU|7ZU|9ZU,20839,29228|65528,22314|73466|17819|70905|97087|67176,8299|1202|0788|8971,5759|0216|3733|2360|8984|1505,067|617|701,40|44|30|51
2023-09-25,XSMB,"Hà Nội",68779,68,79,11ZT|14ZT|2ZT|3ZT|6ZT|7ZT,71548,82470|84221,03065|37527|36975|08761|59916|52871,9605|6005|9627|8751,2897|5156|0016|2707|3603|9705,665|493|022,83|14|68|77
2023-09-26,XSMB,"Hà Nội",45236,45,36,10ZS|12ZS|15ZS|4ZS|6ZS|9ZS,33099,92248|85832,19963|86594|04650|57903|51103|34001,9605|8174|8695|3932,1100|9835|6748|3452|5816|9380,003|883|109,34|77|84|81
2023-09-27,XSMB,"Hà Nội",93447,93,47,10ZR|13ZR|15ZR|1ZR|7ZR|9ZR,71106,67705|00384,67673|22611|18030|35885|62710|86306,7621|1221|9671|5497,2608|8234|3524|0541|6323|6518,043|466|205,56|28|22|74
2023-09-28,XSMB,"Hà Nội",11698,11,98,11ZQ|15ZQ|1ZQ|2ZQ|3ZQ|6ZQ,77996,44386|48900,50556|02023|73169|91188|39404|88068,2092|6143|0736|5575,9078|8697|7078|5622|3662|5048,924|443|417,61|16|20|84
2023-09-29,XSMB,"Hà Nội",07044,07,44,18ZP|1ZP|3ZP|4ZP|5ZP|6ZP|7ZP|9ZP,88675,45097|40581,45021|76164|14457|24067|57789|44804,7218|1041|6089|3633,8752|2066|9926|1433|2605|2330,109|055|432,79|88|59|19
2023-09-30,XSMB,"Hà Nội",19237,19,37,13ZN|14ZN|1ZN|2ZN|5ZN|6ZN,00802,69062|73744,28668|67174|14711|13617|46011|10279,6557|5429|6415|1454,4316|2144|6966|9860|8112|4610,104|844|320,79|71|38|53
2023-10-01,XSMB,"Hà Nội",07289,07,89,14ZM|15ZM|16ZM|17ZM|18ZM|19ZM|5ZM|9ZM,57908,18906|69144,51729|76652|54656|92756|68233|32508,0871|5315|5694|7563,0132|5407|0788|0333|0870|4833,359|623|838,03|74|25|87
2023-10-02,XSMB,"Hà Nội",80973,80,73,10ZL|11ZL|12ZL|20ZL|2ZL|3ZL|4ZL|7ZL,56435,74027|76063,78709|89573|24399|09969|75199|84560,5054|8832|4262|5291,7274|7381|9109|3809|9002|4784,450|400|279,64|69|11|59
2023-10-03,XSMB,"Hà Nội",34556,34,56,11ZK|12ZK|13ZK|14ZK|15ZK|18ZK|2ZK|5ZK,36657,57200|24205,36423|78163|58672|87355|94773|55715,1239|8305|0646|3939,5830|0800|2419|5057|3928|4018,773|025|899,32|47|56|53
2023-10-04,XSMB,"Hà Nội",53139,53,39,10ZH|11ZH|16ZH|17ZH|2ZH|3ZH|4ZH|8ZH,52986,41893|88329,58465|46331|10707|32100|67382|36166,5828|4164|7852|0816,2892|7438|5364|9277|9494|1229,973|436|080,27|86|49|11
2023-10-05,XSMB,"Hà Nội",88733,88,33,10ZG|15ZG|16ZG|19ZG|2ZG|4ZG|8ZG|9ZG,73302,24201|85392,28893|61757|56710|03791|06431|62727,8037|6603|9356|3574,5156|1747|7121|1657|2110|3407,487|227|763,79|14|25|44
2023-10-06,XSMB,"Hà Nội",73121,73,21,10ZF|13ZF|14ZF|1ZF|20ZF|3ZF|6ZF|9ZF,55217,58651|16695,33566|88641|33460|21508|56520|07750,1730|9916|2124|9960,6043|5427|0070|4002|6493|5809,332|983|794,64|68|07|56
2023-10-07,XSMB,"Hà Nội",26547,26,47,10ZE|14ZE|15ZE|17ZE|18ZE|2ZE|4ZE|8ZE,41670,43744|83152,10056|59638|27910|48711|37587|74483,3920|1318|3826|5229,7112|9706|6852|0530|3370|9649,482|573|168,38|13|79|35
2023-10-08,XSMB,"Hà Nội",75188,75,88,13ZD|14ZD|16ZD|17ZD|18ZD|2ZD|4ZD|5ZD,80266,52602|61671,43993|77200|47305|51189|11181|50779,9062|2622|7482|2405,5596|3273|5134|6369|8790|1351,920|046|064,14|18|68|60
2023-10-09,XSMB,"Hà Nội",91245,91,45,14ZC|17ZC|18ZC|20ZC|4ZC|5ZC|8ZC|9ZC,31903,84892|01956,06356|03876|36672|24111|26365|30725,0051|4351|6340|4970,7484|4228|9564|1750|7829|2650,690|719|504,35|30|17|68
2023-10-10,XSMB,"Hà Nội",84521,84,21,17ZB|1ZB|20ZB|2ZB|3ZB|5ZB|6ZB|9ZB,59398,06955|97174,76861|38679|96018|06578|53625|81976,9277|4822|0696|3467,5349|4865|9875|9623|2213|7340,604|563|431,93|92|27|19
2023-10-11,XSMB,"Hà Nội",49140,49,40,10ZA|14ZA|18ZA|19ZA|20ZA|2ZA|4ZA|9ZA,34659,55529|10478,30337|13749|64088|19673|97793|99511,0865|5620|5382|7544,1596|5137|8019|2565|3801|2606,138|522|101,77|60|19|89
2023-10-12,XSMB,"Hà Nội",50875,50,75,10AB|12AB|14AB|16AB|17AB|19AB|20AB|4AB,95632,39892|34582,50557|03012|38198|20971|13896|23153,0633|1981|2032|4676,7866|1480|9846|3202|1539|0475,884|935|151,25|65|20|03
2023-10-13,XSMB,"Hà Nội",40620,40,20,16AC|17AC|2AC|3AC|4AC|5AC|7AC|8AC,36972,97683|99909,08047|50255|63076|61617|76879|27383,6459|0224|5895|5108,1293|3744|8119|9435|2535|9742,794|879|397,86|35|84|68
2023-10-14,XSMB,"Hà Nội",59454,59,54,11AD|16AD|17AD|18AD|19AD|2AD|5AD|7AD,00486,02755|43379,99550|05287|68380|32640|94138|33448,6838|0361|7534|5331,6853|9553|6500|1359|6160|5750,481|321|424,03|39|81|58
2023-10-15,XSMB,"Hà Nội",15013,15,13,13AE|15AE|19AE|2AE|5AE|6AE|8AE|9AE,43153,40745|63082,64745|57226|04843|26387|03424|95773,2455|0971|5175|1254,8586|1190|6393|6972|4232|6650,999|997|294,29|60|79|77
2023-10-16,XSMB,"Hà Nội",94540,94,40,10AF|11AF|12AF|15AF|19AF|4AF|7AF|9AF,26829,84819|86465,00329|48532|96915|81516|96050|36616,1631|0574|3196|0906,0155|0029|7713|0339|8844|0000,176|285|680,77|22|47|59
2023-10-17,XSMB,"Hà Nội",70876,70,76,10AG|14AG|15AG|17AG|19AG|1AG|20AG|8AG,93617,26995|44394,64764|37837|38294|86656|55780|07378,5076|5525|3888|3630,5793|8371|2703|8983|5047|3767,707|310|747,67|06|07|91
2023-10-18,XSMB,"Hà Nội",28600,28,00,11AH|17AH|19AH|1AH|4AH|5AH|6AH|7AH,18127,34909|28078,30317|28608|41328|25052|35444|85291,8974|7622|0873|7804,2049|6000|8948|1898|9177|9935,088|749|372,56|39|42|29
2023-10-19,XSMB,"Hà Nội",45305,45,05,12AK|13AK|14AK|15AK|17AK|18AK|1AK|8AK,95559,38899|87603,92120|18127|36684|43785|76111|64948,8908|6904|4781|7686,2873|3167|4112|6695|8826|6672,924|485|836,46|06|62|42
2023-10-20,XSMB,"Hà Nội",42888,42,88,12AL|14AL|15AL|16AL|17AL|1AL|5AL|9AL,28038,66168|37238,34837|92816|31859|41351|87430|39622,0360|6703|8282|7240,9386|3538|0380|7089|0570|7341,515|213|302,41|60|43|79
2023-10-21,XSMB,"Hà Nội",57349,57,49,12AM|16AM|18AM|20AM|2AM|5AM|6AM|7AM,28088,05865|83567,76424|79903|37682|72540|89417|55043,6576|5402|0065|4215,9076|5387|4193|7233|0818|3906,110|455|727,84|94|54|56
2023-10-22,XSMB,"Hà Nội",91918,91,18,10AN|11AN|18AN|1AN|2AN|4AN|5AN|9AN,71417,88769|04327,51414|00736|72340|97988|72175|71832,6133|5179|2610|9379,5776|3154|1993|8030|4721|1483,740|282|296,92|25|24|11
2023-10-23,XSMB,"Hà Nội",45844,45,44,11AP|12AP|14AP|17AP|18AP|19AP|6AP|8AP,81410,39827|16925,90991|80983|17191|17602|25316|06849,6536|0204|2560|3746,0908|6717|3361|8500|8619|8362,244|890|441,88|11|81|35
2023-10-24,XSMB,"Hà Nội",91388,91,88,10AQ|14AQ|16AQ|3AQ|4AQ|6AQ|8AQ|9AQ,78862,77232|16765,83198|94073|76943|75283|42518|84151,2559|0557|2718|5845,9655|5887|7722|2876|6540|3629,908|426|722,09|29|59|16
2023-10-25,XSMB,"Hà Nội",61380,61,80,10AR|12AR|19AR|20AR|6AR|7AR|8AR|9AR,92842,86347|06283,71520|66446|66318|53849|86752|45942,1379|8549|4174|9293,1616|0652|4193|3554|1132|6619,685|553|936,62|73|71|49
2023-10-26,XSMB,"Hà Nội",26788,26,88,15AS|17AS|18AS|19AS|1AS|5AS|6AS|7AS,71079,79633|89149,55454|66176|86152|37472|21527|79572,0476|8838|1384|2211,5306|1110|8681|7368|0619|3206,623|382|600,94|00|43|95
2023-10-27,XSMB,"Hà Nội",74036,74,36,10AP|11AP|13AP|15AP|16AP|4AP|7AP|8AP,90111,31208|23123,80782|05550|11973|66709|94867|90198,2407|9772|9695|9048,1855|6641|8290|9698|2413|3207,913|820|360,02|14|49|41
2023-10-28,XSMB,"Hà Nội",07157,07,57,10AU|13AU|14AU|16AU|19AU|1AU|20AU|8AU,12258,78073|22472,15755|38656|08969|86598|42614|30508,6489|0925|6537|1677,5598|1977|7565|9877|6528|5059,598|063|808,93|74|83|97
2023-10-29,XSMB,"Hà Nội",38050,38,50,13AV|17AV|18AV|20AV|3AV|6AV|7AV|9AV,04168,83796|74143,46175|33024|87212|07984|99654|49740,4498|5248|3927|6097,9698|0861|8674|7422|8367|3774,521|297|393,20|26|73|53
2023-10-30,XSMB,"Hà Nội",34684,34,84,10AX|15AX|18AX|19AX|1AX|6AX|7AX|8AX,07449,68543|68556,25283|29519|54803|06974|65945|63081,7503|1183|6318|1975,2186|9701|6753|9487|4244|4899,401|623|609,36|22|50|83
2023-10-31,XSMB,"Hà Nội",39267,39,67,10AY|12AY|13AY|14AY|1AY|2AY|3AY|4AY,84582,62863|95065,79114|13107|79397|07772|73053|25712,2594|2141|3225|1854,5872|5613|5111|0222|9299|1476,340|709|936,06|08|98|70
2023-11-01,XSMB,"Hà Nội",20136,20,36,11AZ|12AZ|14AZ|15AZ|19AZ|2AZ|7AZ|9AZ,25965,01743|60565,96391|07899|49997|26194|23877|05086,5020|6049|2639|2265,6853|5224|2100|1430|0589|0661,398|055|005,48|16|35|43
2023-11-02,XSMB,"Hà Nội",93127,93,27,11BA|12BA|13BA|14BA|18BA|7BA|8BA|9BA,54327,25283|02829,30079|05452|64446|73945|16590|87922,2606|9611|1221|0026,0668|6940|7478|8435|1725|5577,276|183|585,14|12|69|84
2023-11-03,XSMB,"Hà Nội",65761,65,61,13BC|15BC|18BC|19BC|1BC|2BC|6BC|9BC,49344,82925|55230,10031|99488|24592|44193|01536|02935,9661|3443|1256|0653,2510|4208|3379|3936|7639|5952,932|355|850,87|62|24|69
2023-11-04,XSMB,"Hà Nội",55858,55,58,11BD|12BD|14BD|16BD|2BD|3BD|6BD|7BD,39587,14699|14801,69206|21577|79651|94155|83586|76878,7685|8485|6429|5975,2775|2220|9758|7880|4704|9335,407|429|044,71|72|28|08
2023-11-05,XSMB,"Hà Nội",13484,13,84,10BE|11BE|13BE|14BE|16BE|18BE|19BE|5BE,62472,97647|30290,96683|64645|65882|83382|20464|22682,6452|9102|3170|3977,7528|6996|3815|7783|1529|0445,698|485|457,02|44|33|77
2023-11-06,XSMB,"Hà Nội",91484,91,84,12BF|18BF|19BF|1BF|6BF|7BF|8BF|9BF,12495,39738|55566,41141|02296|53869|51007|60891|56212,5822|9346|8559|8819,6894|6444|7848|8799|0114|7238,514|305|030,01|82|52|88
2023-11-07,XSMB,"Hà Nội",10949,10,49,10BG|13BG|15BG|16BG|2BG|3BG|6BG|9BG,97813,40248|97258,17172|53726|16571|15018|50843|54542,2387|7105|7024|0996,8370|7910|5928|1004|2693|8577,045|513|973,27|90|24|03
2023-11-08,XSMB,"Hà Nội",98526,98,26,15BH|17BH|18BH|1BH|20BH|2BH|6BH|8BH,98288,98391|09260,71869|77840|71704|54410|26927|61167,9313|4352|7579|1270,1329|6820|0124|2423|5389|2356,071|033|989,93|82|15|95
2023-11-09,XSMB,"Hà Nội",34562,34,62,12BK|13BK|14BK|17BK|19BK|20BK|3BK|9BK,39661,67957|16661,06243|10409|80709|63247|33362|51297,7945|1349|1037|1650,4615|2896|3092|9154|8815|6908,744|249|840,22|44|97|09
2023-11-10,XSMB,"Hà Nội",94670,94,70,13BL|15BL|1BL|2BL|4BL|6BL|7BL|9BL,63617,06517|67183,73264|81508|35774|70740|13362|49497,6748|0376|3592|9574,7457|7387|2244|3441|9081|5173,578|528|643,02|10|21|35
2023-11-11,XSMB,"Hà Nội",08391,08,91,10BM|13BM|19BM|1BM|20BM|2BM|7BM|8BM,10466,98837|12660,32013|97782|99924|14855|36394|62547,2966|0980|7346|0935,5641|7824|5937|5096|1970|2117,033|357|377,54|60|31|99
2023-11-12,XSMB,"Hà Nội",98375,98,75,15BN|17BN|18BN|1BN|20BN|2BN|6BN|8BN,76516,96169|75327,43330|15764|27087|13704|97836|25835,9431|1962|5810|4897,9119|0490|7211|2058|3074|0453,290|942|079,29|03|05|28
2023-11-13,XSMB,"Hà Nội",19412,19,12,13BP|14BP|17BP|1BP|3BP|5BP|6BP|7BP,85667,26906|22710,09590|96248|53294|43395|49876|53705,0546|8664|1572|8719,5678|1599|1893|6844|0749|9130,503|719|868,31|11|43|35
2023-11-14,XSMB,"Hà Nội",85800,85,00,10BQ|11BQ|15BQ|1BQ|20BQ|2BQ|3BQ|6BQ,00197,42692|64848,29100|63052|36810|40639|42349|75155,3675|2498|3669|6507,9587|3898|3298|5302|4643|3914,066|614|953,36|97|41|57
2023-11-15,XSMB,"Hà Nội",33859,33,59,10BR|12BR|14BR|16BR|18BR|20BR|7BR|9BR,98585,15030|42515,42098|91871|50318|01855|83971|19248,4323|2947|9183|2296,3696|2554|2052|1479|5643|5271,174|207|624,56|62|32|72
2023-11-16,XSMB,"Hà Nội",54869,54,69,11BS|12BS|14BS|15BS|17BS|5BS|8BS|9BS,34677,80583|17410,12119|75379|69729|45196|06463|06180,9936|0565|5964|1109,7356|9273|1879|6015|4125|3336,959|344|804,36|20|73|21
2023-11-17,XSMB,"Hà Nội",95110,95,10,10BT|12BT|13BT|15BT|16BT|2BT|3BT|4BT,91230,25848|37352,46596|92391|75545|86395|28746|58992,7879|2244|9001|6647,4782|2335|0826|9117|2981|5762,366|704|757,38|44|68|52
2023-11-18,XSMB,"Hà Nội",98371,98,71,12BU|15BU|17BU|20BU|3BU|6BU|7BU|9BU,77855,10658|79326,08768|35389|63003|45013|25896|58159,7512|3573|6252|6597,1270|2234|9849|9414|4541|8794,558|262|712,84|59|90|82
2023-11-19,XSMB,"Hà Nội",38429,38,29,11BV|12BV|14BV|18BV|2BV|3BV|4BV|9BV,02633,37498|40297,14331|95638|82894|72723|51994|85732,1243|0254|8383|9997,2136|7389|6623|6224|6833|9192,062|766|980,28|19|90|64
2023-11-20,XSMB,"Hà Nội",49071,49,71,12BX|14BX|15BX|16BX|17BX|19BX|6BX|7BX,99401,21782|88421,20081|95632|13518|48191|49925|22550,6986|8728|3505|6493,2182|4299|3534|5389|7960|6436,260|949|169,92|67|88|72
2023-11-21,XSMB,"Hà Nội",17948,17,48,11BY|12BY|14BY|17BY|18BY|3BY|5BY|7BY,51570,91263|22132,00523|03627|43013|06575|30407|70045,4513|6199|8246|3789,8601|7285|1129|0145|0142|0079,926|913|865,55|66|29|16
2023-11-22,XSMB,"Hà Nội",14670,14,70,10BZ|16BZ|1BZ|2BZ|3BZ|4BZ|6BZ|7BZ,55598,48326|78511,51702|36362|08564|49572|30361|71728,8348|0098|3900|8870,6408|7473|4056|4050|8122|8486,295|832|718,53|06|14|52
2023-11-23,XSMB,"Hà Nội",57999,57,99,11CA|12CA|16CA|18CA|2CA|3CA|6CA|8CA,27345,57014|50063,32466|88975|22112|69463|62612|65221,2456|8073|1231|9668,0256|0729|5497|2958|5424|4777,068|473|251,01|62|16|10
2023-11-24,XSMB,"Hà Nội",20952,20,52,16CB|18CB|19CB|1CB|2CB|4CB|6CB|8CB,00044,09136|65520,37660|91974|35253|52186|26203|32691,4463|9632|9958|5680,6964|1362|2611|0203|6272|9010,327|990|476,81|09|40|61
